tic,datafqtr,atq,cshoq,niq,prccq
CRSR,2023Q1,1297.325,102.017,-2.012,18.35
CRSR,2023Q2,1318.964,102.748,-4.48,17.74
CRSR,2023Q3,1338.149,102.968,-3.079,14.53
CRSR,2023Q4,1357.463,103.255,6.981,14.1
CRSR,2024Q1,1257.191,103.859,-11.565,12.34
MAX,2020Q4,210.337,33.371,-9,39.07
MAX,2021Q1,241.691,38.214,0.285,35.43
MAX,2021Q2,236.403,38.71,-0.207,42.1
MAX,2021Q3,245.507,39.364,-3.534,18.68
MAX,2021Q4,289.804,40.97,-1.819,15.44
MAX,2022Q1,275.221,41.601,-7.076,16.55
MAX,2022Q2,285.878,42.238,-9.139,9.85
MAX,2022Q3,265.219,42.738,-14.486,8.75
MAX,2022Q4,170.081,43.651,-26.965,9.95
MAX,2023Q1,153.44,44.269,-10.266,14.98
MAX,2023Q2,140.2,45.857,-14.286,10.31
MAX,2023Q3,133.032,46.598,-13.502,8.26
MAX,2023Q4,153.925,47.36,-2.366,11.15
MAX,2024Q1,153.023,50.8,-1.113,20.37
ABNB,2020Q4,10491.499,599.197,-3887.851,146.8
ABNB,2021Q1,12339.077,608.057,-1172.211,187.94
ABNB,2021Q2,15484.81,619.006,-68.217,153.14
ABNB,2021Q3,13582.003,625.679,833.893,167.75
ABNB,2021Q4,13708.474,633.524,54.501,166.49
ABNB,2022Q1,17068.442,636.422,-18.792,171.76
ABNB,2022Q2,19059.126,639.492,378.841,89.08
ABNB,2022Q3,16076.59,633.071,1214.288,105.04
ABNB,2022Q4,16038,630.983,318.663,85.5
ABNB,2023Q1,20018,630,117,124.4
ABNB,2023Q2,21188,634,650,128.16
ABNB,2023Q3,21439,639,4374,137.21
ABNB,2023Q4,20645,638,-349,136.14
ABNB,2024Q1,24537,636,264,164.96
PUBM,2020Q4,371.246,48.988,18.825,27.96
PUBM,2021Q1,333.47,49.266,4.918,49.32
PUBM,2021Q2,383.778,50.243,9.921,39.07
PUBM,2021Q3,438.845,50.88,13.526,26.35
PUBM,2021Q4,550.215,51.855,28.239,34.05
PUBM,2022Q1,497.609,52.011,4.779,26.12
PUBM,2022Q2,570.231,52.338,7.819,15.89
PUBM,2022Q3,602.164,52.509,3.326,16.63
PUBM,2022Q4,642.175,52.705,12.781,12.81
PUBM,2023Q1,577.467,52.323,-5.871,13.82
PUBM,2023Q2,583.666,51.942,-5.724,18.28
PUBM,2023Q3,612.986,51.208,1.774,12.1
PUBM,2023Q4,695.243,50.246,18.702,16.31
PUBM,2024Q1,626.19,49.879,-2.454,23.72
AI,2020Q3,1184.574,100.932,-16.852,139.6
AI,2020Q4,1196.477,102.167,-24.05,66.26
AI,2021Q1,1191.54,103.868,-37.459,50.35
AI,2021Q2,1164.87,104.871,-56.739,45.12
AI,2021Q3,1187.507,106.285,-39.447,26.34
AI,2021Q4,1170.882,106.225,-58.42,16.99
AI,2022Q1,1137.169,108.344,-71.871,18.41
AI,2022Q2,1100.605,110.1,-68.85,13.11
AI,2022Q3,1095.213,112.009,-63.162,19.85
AI,2022Q4,1103.028,113.943,-64.956,17.82
AI,2023Q1,1089.403,117.925,-64.358,42
AI,2023Q2,1071.114,119.653,-69.78,24.4
AI,2023Q3,1063.989,121.627,-72.631,24.78
AI,2023Q4,1038.225,123.706,-72.927,22.53
PRCH,2020Q4,268.387,81.669,-20.484,14.27
PRCH,2021Q1,334.236,91.456,-65.101,17.7
PRCH,2021Q2,777.624,96.293,-16.297,19.34
PRCH,2021Q3,1050.326,97.333,-5.099,17.68
PRCH,2021Q4,1038.747,97.962,-20.109,15.59
PRCH,2022Q1,1036.762,98.297,-9.285,6.945
PRCH,2022Q2,1119.958,99.441,-27.325,2.56
PRCH,2022Q3,1072.481,100.41,-84.475,2.25
PRCH,2022Q4,1049.057,98.456,-35.474,1.88
PRCH,2023Q1,1016.716,97.018,-38.74,1.43
PRCH,2023Q2,1047.143,98.169,-86.963,1.38
PRCH,2023Q3,967.384,98.482,-5.744,0.8026
PRCH,2023Q4,899.393,97.1,-2.486,3.08
PRCH,2024Q1,881.113,97.869,-13.362,4.31
TIXT,2021Q1,3660,266,3,27.98
TIXT,2021Q2,3688,266,16,31.11
TIXT,2021Q3,3700,266,23,35.01
TIXT,2021Q4,3626,266,36,33.06
TIXT,2022Q1,3618,266,34,24.71
TIXT,2022Q2,3541,266,56,25.07
TIXT,2022Q3,3473,266,59,26.16
TIXT,2022Q4,3556,267,34,19.79
TIXT,2023Q1,4972,273,14,20.23
TIXT,2023Q2,4962,274,-7,15.18
TIXT,2023Q3,4828,274,9,7.62
TIXT,2023Q4,4823,274,38,8.58
TIXT,2024Q1,4755,275,28,8.46
COMP,2021Q2,1911.6,394.42,-7.1,13.14
COMP,2021Q3,1947.2,399.083,-99.8,13.26
COMP,2021Q4,1800.6,409.268,-174.8,9.09
COMP,2022Q1,1726.5,426.966,-188,7.86
COMP,2022Q2,1715.4,429.957,-101.2,3.61
COMP,2022Q3,1589.1,434.069,-154.2,2.32
COMP,2022Q4,1533.1,438.098,-158.1,2.33
COMP,2023Q1,1513.9,458.912,-150.4,3.23
COMP,2023Q2,1424.6,462.988,-47.8,3.5
COMP,2023Q3,1263.6,477.844,-39.4,2.9
COMP,2023Q4,1160.3,484.893,-83.7,3.76
COMP,2024Q1,1144.9,492.308,-132.9,3.6
GLBE,2021Q2,743.855,142.237,-22.224,57.08
GLBE,2021Q3,766.761,142.237,-28.469,71.8
GLBE,2021Q4,846.127,150.457,-22.491,63.39
GLBE,2022Q1,1080.061,150.457,-53.586,33.78
GLBE,2022Q2,1091.305,150.457,-48.797,20.17
GLBE,2022Q3,1098.545,150.457,-64.551,26.76
GLBE,2022Q4,1162.6,161.317,-28.471,20.64
GLBE,2023Q1,1116.087,161.317,-43.083,32.23
GLBE,2023Q2,1124.3,161.317,-35.533,40.94
GLBE,2023Q3,1118.468,161.317,-33.091,39.74
GLBE,2023Q4,1202.36,165.774,-22.098,39.63
GLBE,2024Q1,1106.742,165.774,-32.051,36.35
SQSP,2021Q2,867.232,138.495,-234.532,59.41
SQSP,2021Q3,905.804,138.834,2.839,38.64
SQSP,2021Q4,899.549,139.172,-16.31,29.5
SQSP,2022Q1,990.414,139.908,-92.86,25.62
SQSP,2022Q2,994.303,139.091,64.496,20.92
SQSP,2022Q3,962.814,136.83,10.105,21.36
SQSP,2022Q4,730.517,135.6,-233.962,22.17
SQSP,2023Q1,754.401,135.14,0.502,31.77
SQSP,2023Q2,766.412,135.569,3.66,31.54
SQSP,2023Q3,904.896,135.969,-16.499,28.97
SQSP,2023Q4,921.759,136.39,5.256,33.01
SQSP,2024Q1,965.469,137.529,0.144,36.44
ZIP,2021Q2,290.741,114.75,-52.847,24.98
ZIP,2021Q3,352.169,116.44,22.06,27.6
ZIP,2021Q4,398.619,118.219,20.989,24.94
ZIP,2022Q1,901.921,117.742,8.417,22.98
ZIP,2022Q2,858.129,113.784,13.11,14.82
ZIP,2022Q3,818.411,111.452,20.556,16.5
ZIP,2022Q4,714.563,104.504,19.411,16.42
ZIP,2023Q1,657.107,102.093,5.011,15.94
ZIP,2023Q2,634.208,99.852,14.38,17.76
ZIP,2023Q3,643.23,98.833,24.076,11.99
ZIP,2023Q4,659.5,98.807,5.631,13.9
ZIP,2024Q1,662.444,99.281,-6.505,11.49
MAPS,2021Q2,326.328,63.739,4.263,17.86
MAPS,2021Q3,362.624,65.677,20.835,14.5
MAPS,2021Q4,365.144,65.677,35.285,5.98
MAPS,2022Q1,405.206,83.099,-13.893,7.82
MAPS,2022Q2,417.711,88.836,11.692,3.29
MAPS,2022Q3,393.935,90.372,-5.164,1.61
MAPS,2022Q4,199.035,92.062,-108.624,1.01
MAPS,2023Q1,190.626,92.573,-2.475,0.8492
MAPS,2023Q2,188.742,93.416,1.226,0.8375
MAPS,2023Q3,178.694,93.881,-1.538,1.32
MAPS,2023Q4,167.021,94.383,-7.111,0.7203
MAPS,2024Q1,165.849,95.052,1.24,1.33
INTA,2021Q4,459.827,58.777,-15.91,28
INTA,2022Q1,447.98,60.927,-25.13,25.76
INTA,2022Q2,456.971,61.149,-24.225,25.16
INTA,2022Q3,449.551,62.151,-28.736,24.01
INTA,2022Q4,494.413,62.739,-21.587,14.64
INTA,2023Q1,489.3,62.985,-20.054,18.67
INTA,2023Q2,511.123,63.651,-19.754,24.94
INTA,2023Q3,515.346,65.221,-18.147,44.84
INTA,2023Q4,628.907,68.574,-11.47,41.91
INTA,2024Q1,617.583,69.378,-15.321,33.52
INTA,2024Q2,653.528,71.941,-9.213,38.02
INTA,2024Q3,684.202,73.386,-6.89,34.3
SNPO,2021Q3,1530.48,74.238,-21.529,16.67
SNPO,2021Q4,1540.381,74.427,-7.815,21.08
SNPO,2022Q1,1612.496,74.48,-2.236,14.75
SNPO,2022Q2,1630.473,74.613,-1.327,9.17
SNPO,2022Q3,1663.066,74.668,-1.01,10.14
SNPO,2022Q4,1652.521,75.042,-4.053,7.41
SNPO,2023Q1,1657.342,75.252,-14.548,9.35
SNPO,2023Q2,1634.411,75.615,-0.124,11.65
SNPO,2023Q3,1609.235,75.758,-0.9,9.24
SNPO,2023Q4,1602.928,75.944,-5.796,8.91
SNPO,2024Q1,1549.815,76.472,-22.933,8.62
CCCS,2021Q3,3218.225,603.17,-189.782,10.51
CCCS,2021Q4,3237.526,609.768,-57.869,11.39
CCCS,2022Q1,3264.897,613.758,11.975,11.04
CCCS,2022Q2,3265.577,615.502,15.564,9.2
CCCS,2022Q3,3297.917,620.117,9.795,9.1
CCCS,2022Q4,3350.921,622.073,1.072,8.7
CCCS,2023Q1,3341.425,627.684,2.184,8.97
CCCS,2023Q2,3302.39,631.982,-97.659,11.21
CCCS,2023Q3,3341.783,634.633,-22.212,13.35
CCCS,2023Q4,3051.04,603.129,25.211,11.39
CCCS,2024Q1,3023.66,614.258,-1.739,11.96
HIPO,2021Q3,1658.2,562.874,-30.9,4.68
HIPO,2021Q4,1642.7,565.031,-60.7,2.83
HIPO,2022Q1,1674.5,567.754,-67.6,1.99
HIPO,2022Q2,1629.4,572.362,-73.5,0.8786
HIPO,2022Q3,1630,23.061,-129.2,18.53
HIPO,2022Q4,1568.9,23.201,-63.1,13.6
HIPO,2023Q1,1604.7,23.321,-69.8,16.23
HIPO,2023Q2,1680.8,23.611,-107.9,16.53
HIPO,2023Q3,1647,23.892,-53.1,7.97
HIPO,2023Q4,1524.7,24.148,-42.3,9.12
HIPO,2024Q1,1496.3,24.41,-35.7,18.27
SPIR,2021Q3,303.563,133.743,-56.108,12.53
SPIR,2021Q4,290.194,139.096,64.578,3.38
SPIR,2022Q1,283.378,139.592,-11.792,2.1
SPIR,2022Q2,288.921,139.871,-38.265,1.16
SPIR,2022Q3,266.615,140.012,-21.811,1.08
SPIR,2022Q4,256.512,143.679,-17.543,0.96
SPIR,2023Q1,263.502,146.046,-17.673,0.668
SPIR,2023Q2,268.363,165.433,-16.266,0.515
SPIR,2023Q3,256.009,20.848,-17.795,4.89
SPIR,2023Q4,246.825,21.097,-12.222,7.82
SPIR,2024Q1,267.972,24.316,-25.256,12
INFA,2021Q4,4986.263,278.239,-66.332,36.98
INFA,2022Q1,4832.122,279.912,-3.186,19.74
INFA,2022Q2,4736.498,281.017,-30.506,20.77
INFA,2022Q3,4657.598,283.007,-15.602,20.07
INFA,2022Q4,4970.899,283.799,-4.381,16.29
INFA,2023Q1,4815.613,286.272,-116.354,16.4
INFA,2023Q2,4827.847,287.998,-152.466,18.5
INFA,2023Q3,4797.757,291.099,79.276,21.07
INFA,2023Q4,5202.082,294.924,64.261,28.39
INFA,2024Q1,5084.914,299.552,9.334,35
GFS,2021Q4,15027.602,531.846,42.687,64.97
GFS,2022Q1,15902,531.846,179,62.42
GFS,2022Q2,16194,540.142,264,40.34
GFS,2022Q3,17208,545.073,337,48.35
GFS,2022Q4,17841,547.755,668,53.89
GFS,2023Q1,17815,551.78,254,72.18
GFS,2023Q2,17815,552.673,240,64.58
GFS,2023Q3,17844,553.199,249,58.19
GFS,2023Q4,18044,553.548,277,60.6
GFS,2024Q1,18454,555.476,133,52.11
WEAV,2021Q4,187.485,64.325,-14.068,15.18
WEAV,2022Q1,226.2,64.889,-13.838,5.96
WEAV,2022Q2,218.827,65.011,-14.815,3.04
WEAV,2022Q3,212.54,65.453,-11.818,5.05
WEAV,2022Q4,208.349,65.739,-9.267,4.58
WEAV,2023Q1,206.018,66.337,-7.859,4.97
WEAV,2023Q2,202.578,67.323,-8.988,11.11
WEAV,2023Q3,210.833,69.341,-7.145,8.15
WEAV,2023Q4,201.012,70.116,-7.039,11.47
WEAV,2024Q1,190.174,70.98,-7.203,11.48
ARM,2023Q2,6810,1025.234,-110,53.52
ARM,2023Q3,7115,1028.075,87,75.145
ARM,2023Q4,7927,1040.33,224,124.99
NHTC,2015Q1,69.448,12.488,6.738,17.9
NHTC,2015Q2,88.304,12.396,12.273,41.46
NHTC,2015Q3,109.711,12.239,14.531,32.68
NHTC,2015Q4,124.152,12.139,13.699,33.53
NHTC,2016Q1,118.936,11.418,11.28,33.15
NHTC,2016Q2,131.654,11.287,12.201,28.19
NHTC,2016Q3,139.854,11.287,12.557,28.26
NHTC,2016Q4,148.051,11.287,19.048,24.85
NHTC,2017Q1,153.391,11.342,10.425,28.9
NHTC,2017Q2,156.566,11.342,10.303,27.85
NHTC,2017Q3,147.399,11.342,7.338,23.9
NHTC,2017Q4,159.554,11.341,-4.488,15.19
NHTC,2018Q1,167.387,11.376,8.824,19.01
NHTC,2018Q2,152.367,11.376,9.023,25.02
NHTC,2018Q3,156.292,11.376,7.629,23.28
NHTC,2018Q4,157.921,11.376,5.559,18.49
NHTC,2019Q1,149.348,11.399,-1.923,12.96
NHTC,2019Q2,136.091,10.786,0.397,8.05
NHTC,2019Q3,127.107,11.52,-1.243,7.08
NHTC,2019Q4,118.497,11.423,-2.842,5.38
NHTC,2020Q1,113.669,11.423,-0.573,3.29
NHTC,2020Q2,108.477,11.423,0.034,5.74
NHTC,2020Q3,107.088,11.423,0.635,5.64
NHTC,2020Q4,105.942,11.423,0.747,4.98
NHTC,2021Q1,103.485,11.423,0.153,6.75
NHTC,2021Q2,101.406,11.423,0.229,6.99
NHTC,2021Q3,98.976,11.423,0.471,7.17
NHTC,2021Q4,98.355,11.423,0.232,6.76
NHTC,2022Q1,93.042,11.423,-0.105,7.08
NHTC,2022Q2,88.032,11.423,0.183,5.365
NHTC,2022Q3,84.595,11.423,0.047,3.67
NHTC,2022Q4,82.817,11.423,0.188,3.43
NHTC,2023Q1,80.182,11.52,0.257,4.94
NHTC,2023Q2,74.816,11.52,-0.219,5.53
NHTC,2023Q3,71.821,11.517,0.172,5.3
NHTC,2023Q4,69.091,11.517,0.358,5.86
NHTC,2024Q1,67.639,11.517,0.188,6.7
ASML,2012Q2,9143.509,413.669,350.998,51.42
ASML,2012Q3,13611.564,485.046,363.91,53.68
ASML,2012Q4,9771.456,407.165,420.605,64.39
ASML,2013Q1,9757.462,407.165,123.29,67.99
ASML,2013Q2,13501.518,407.165,320.741,79.11
ASML,2013Q3,14979.455,407.165,279.279,98.76
ASML,2013Q4,15864.769,440.852,675.934,93.7
ASML,2014Q1,16199.41,440.852,343.185,93.36
ASML,2014Q2,16275.357,440.852,543.653,93.27
ASML,2014Q3,15275.586,440.852,239.327,98.82
ASML,2014Q4,14767.994,432.935,321.889,107.83
ASML,2015Q1,14061.151,432.935,432.54,101.03
ASML,2015Q2,14138.03,430.653,429.028,104.13
ASML,2015Q3,14181.991,432.935,360.448,87.98
ASML,2015Q4,14437.074,427.987,284.316,88.77
ASML,2016Q1,14970.56,427.987,225.522,100.39
ASML,2016Q2,14676.421,423.855,383.177,99.21
ASML,2016Q3,16634.712,423.855,456.326,109.58
ASML,2016Q4,18155.73,429.941,488.118,112.2
ASML,2017Q1,18534.071,429.941,483.657,132.8
ASML,2017Q2,19709.193,430.533,564.329,130.31
ASML,2017Q3,20668.497,430.533,695.022,171.2
ASML,2017Q4,21875.712,427.394,803.853,173.82
ASML,2018Q1,22969.654,427.394,664.91,198.56
ASML,2018Q2,21863.866,425.309,646.189,197.97
ASML,2018Q3,22608.109,425.309,785.115,188.02
ASML,2018Q4,23054.688,421.098,870.903,155.62
ASML,2019Q1,22852.374,421.098,398.895,188.05
ASML,2019Q2,22798.496,421.143,547.235,207.93
ASML,2019Q3,22570.936,421.143,643.929,248.42
ASML,2019Q4,25394.545,419.811,1318.975,295.94
ASML,2020Q1,25578.651,419.811,429.212,261.64
ASML,2020Q2,27354.856,418.387,855.581,368.03
ASML,2020Q3,29900.362,418.387,1302.194,369.27
ASML,2020Q4,32867.742,416.514,1696.593,487.72
ASML,2021Q1,31947.245,416.514,1562.696,617.36
ASML,2021Q2,32980.758,409.777,1246.932,690.84
ASML,2021Q3,31640.278,409.777,1953.916,745.11
ASML,2021Q4,34382.494,402.602,1927.571,796.14
ASML,2022Q1,33583.792,402.602,772.392,667.93
ASML,2022Q2,33359.429,402.602,1429.297,475.88
ASML,2022Q3,32165.558,402.602,1531.961,415.35
ASML,2022Q4,38795.771,394.589,2277.17,546.4
ASML,2023Q1,38184.856,394.589,2124.809,680.71
ASML,2023Q2,40316.785,394.589,2130.297,724.75
ASML,2023Q3,39703.143,394.589,1873.806,588.66
ASML,2023Q4,44166.838,393.422,2535.89,756.92
ASML,2024Q1,42120.786,393.422,1320.286,970.47
SMSI,2012Q2,62.487,35.873,-6.825,1.84
SMSI,2012Q3,57.95,35.883,-4.813,1.61
SMSI,2012Q4,54.395,35.873,-4.143,1.5
SMSI,2013Q1,50.112,37.262,-6.158,1.32
SMSI,2013Q2,43.509,37.043,-7.244,1.06
SMSI,2013Q3,35.334,37.033,-13.049,0.9
SMSI,2013Q4,31.538,36.994,-1.502,1.48
SMSI,2014Q1,26.423,38.566,-5.167,1.99
SMSI,2014Q2,21.684,38.249,-5.695,1.04
SMSI,2014Q3,27.095,45.058,-1.142,0.8905
SMSI,2014Q4,27.39,45.001,0.205,0.97
SMSI,2015Q1,26.285,46.19,-0.01,1.28
SMSI,2015Q2,24.914,46.201,-1.231,1.15
SMSI,2015Q3,24.849,46.094,-0.77,0.87
SMSI,2015Q4,24.473,45.729,-0.591,0.729
SMSI,2016Q1,21.821,46.968,-3.706,0.59
SMSI,2016Q2,18.417,46.853,-3.28,0.5917
SMSI,2016Q3,19.058,12.316,-4.632,2.03
SMSI,2016Q4,14.308,12.298,-3.725,1.57
SMSI,2017Q1,13.893,12.116,-2.88,0.93
SMSI,2017Q2,13.842,14.297,-1.951,1.46
SMSI,2017Q3,15.634,14.284,-1.67,1.12
SMSI,2017Q4,13.877,14.269,-0.16,2.84
SMSI,2018Q1,15.239,18.237,-2.381,1.75
SMSI,2018Q2,21.357,25.003,-2.177,2.29
SMSI,2018Q3,20.926,25.005,-0.983,2.52
SMSI,2018Q4,25.203,28.241,2.801,1.8
SMSI,2019Q1,33.598,32.065,0.048,2.8
SMSI,2019Q2,41.461,32.042,3.436,3.04
SMSI,2019Q3,56.559,38.487,3.567,5.435
SMSI,2019Q4,61.197,38.476,3.671,3.98
SMSI,2020Q1,68.35,40.383,2.045,4.21
SMSI,2020Q2,73.102,41.356,1.379,4.46
SMSI,2020Q3,71.552,41.295,0.161,3.73
SMSI,2020Q4,72.903,41.233,0.58,5.42
SMSI,2021Q1,129.684,51.646,-3.225,5.505
SMSI,2021Q2,137.425,53.576,-5.203,5.22
SMSI,2021Q3,134.708,54.574,-18.607,4.84
SMSI,2021Q4,115.356,54.259,-4.008,4.92
SMSI,2022Q1,108.509,55.156,-7.002,3.77
SMSI,2022Q2,100.845,55.122,-8.494,2.47
SMSI,2022Q3,109.496,56.261,-5.811,2.26
SMSI,2022Q4,103.581,56.198,-7.972,2.1
SMSI,2023Q1,98.258,60.596,-6.887,1.16
SMSI,2023Q2,94.67,65.202,-5.664,1.11
SMSI,2023Q3,92.313,70.385,-5.133,1.21
SMSI,2023Q4,85.577,74.784,-6.712,0.826
SMSI,2024Q1,55.44,76.812,-31.007,0.3443
NTAP,2012Q1,9406,363.2,63.8,32.67
NTAP,2012Q2,9553.9,358.1,109.6,26.91
NTAP,2012Q3,10865.9,360.1,158.1,36
NTAP,2012Q4,11242.4,356.6,173.8,34.89
NTAP,2013Q1,9017.9,341.9,81.6,41.12
NTAP,2013Q2,9197.4,341.8,166.8,38.81
NTAP,2013Q3,9000.6,333.2,192.1,42.34
NTAP,2013Q4,9219.2,324.5,197,35.61
NTAP,2014Q1,9472.4,325.5,88.4,38.84
NTAP,2014Q2,9177.5,313,159.8,42.8
NTAP,2014Q3,9234.7,311.6,176.8,37.8
NTAP,2014Q4,9401.2,306.1,134.9,36.25
NTAP,2015Q1,8697,297,-30,31.15
NTAP,2015Q2,8635,292,114,34
NTAP,2015Q3,8785,291,153,21.93
NTAP,2015Q4,10037,281,-8,23.64
NTAP,2016Q1,8787,278,64,26.35
NTAP,2016Q2,8762,276,109,33.94
NTAP,2016Q3,9055,271,146,38.32
NTAP,2016Q4,9493,269,190,39.85
NTAP,2017Q1,9599,270,131,43.42
NTAP,2017Q2,10308,267,174,44.42
NTAP,2017Q3,9787,268,-479,61.5
NTAP,2017Q4,9865,263,290,66.58
NTAP,2018Q1,8905,260,283,77.52
NTAP,2018Q2,8551,254,241,78.49
NTAP,2018Q3,8418,247,249,63.77
NTAP,2018Q4,8741,240,396,72.85
NTAP,2019Q1,7811,239,103,58.49
NTAP,2019Q2,7472,229,243,55.88
NTAP,2019Q3,7483,222,277,53.4
NTAP,2019Q4,7522,219,196,43.77
NTAP,2020Q1,8416,222,77,44.3
NTAP,2020Q2,8420,222,137,43.89
NTAP,2020Q3,8686,223,182,66.44
NTAP,2020Q4,9360,222,334,74.69
NTAP,2021Q1,9156,224,202,79.59
NTAP,2021Q2,9222,223,224,89.3
NTAP,2021Q3,9500,223,252,86.51
NTAP,2021Q4,10026,220,259,73.25
NTAP,2022Q1,9544,218,214,71.33
NTAP,2022Q2,9780,217,750,69.27
NTAP,2022Q3,9710,214,65,66.23
NTAP,2022Q4,9818,212,245,62.89
NTAP,2023Q1,9270,209,149,78.01
NTAP,2023Q2,9073,206,233,72.78
NTAP,2023Q3,9369,206,313,87.2
NTAP,2023Q4,9887,206,291,102.21
OTEX,2012Q4,2444.293,57.565,7.971,49.9
OTEX,2013Q1,2555.637,57.69,19.429,55.14
OTEX,2013Q2,2577.205,57.96,61.108,55.8877
OTEX,2013Q3,2665.322,57.996,25.811,59.02
OTEX,2013Q4,2654.817,58.418,42.172,68.47
OTEX,2014Q1,2670.872,58.477,30.63,74.65
OTEX,2014Q2,2680.722,58.743,53.5,91.96
OTEX,2014Q3,3954.521,120.755,45.884,47.71
OTEX,2014Q4,3918.638,120.995,88.111,47.94
OTEX,2015Q1,3868.88,121.271,64.626,55.42
OTEX,2015Q2,3896.317,121.671,74.287,58.26
OTEX,2015Q3,4318.542,121.8,26.61,52.89
OTEX,2015Q4,4388.495,121.668,68.804,40.53
OTEX,2016Q1,4264.99,120.726,41.286,44.75
OTEX,2016Q2,4320.773,120.451,87.686,47.93
OTEX,2016Q3,4423.365,120.586,69.115,51.8
OTEX,2016Q4,5154.144,120.771,86.39,59.16
OTEX,2017Q1,6072.31,120.863,912.884,64.86
OTEX,2017Q2,6882.191,131.041,45.022,61.81
OTEX,2017Q3,7433.224,262.753,21.616,34.01
OTEX,2017Q4,7480.562,262.958,46.137,31.54
OTEX,2018Q1,7696.42,264.195,36.596,32.29
OTEX,2018Q2,7739.221,264.912,85.111,35.67
OTEX,2018Q3,7820.877,266.572,58.794,34.8
OTEX,2018Q4,7765.029,266.961,61.723,35.19
OTEX,2019Q1,7619.048,267.34,36.324,38.04
OTEX,2019Q2,7729.403,267.752,104.432,32.6
OTEX,2019Q3,7864.637,268.467,72.762,38.43
OTEX,2019Q4,7933.975,269.032,71.983,41.2
OTEX,2020Q1,8019.507,269.087,74.401,40.81
OTEX,2020Q2,9498.233,269.761,107.467,44.07
OTEX,2020Q3,10162.072,270.787,25.965,34.92
OTEX,2020Q4,10234.822,271.241,26.392,42.48
OTEX,2021Q1,10161.814,270.78,103.376,42.24
OTEX,2021Q2,9769.098,271.487,-65.477,45.46
OTEX,2021Q3,9556.621,271.406,91.49,47.71
OTEX,2021Q4,9609.336,269.973,181.283,50.8
OTEX,2022Q1,9519.364,271.108,131.915,48.74
OTEX,2022Q2,10164.53,269.53,88.298,47.48
OTEX,2022Q3,10162.639,267.455,74.681,42.4
OTEX,2022Q4,10178.973,265.816,102.196,37.84
OTEX,2023Q1,10077.088,266.295,-116.929,26.44
OTEX,2023Q2,11218.206,266.94,258.486,29.64
OTEX,2023Q3,17427.548,267.263,57.556,38.55
OTEX,2023Q4,17089.2,267.367,-48.734,41.55
OTEX,2024Q1,16553.876,266.475,80.901,35.1
OTEX,2024Q2,16443.264,267.455,37.675,42.02
OTEX,2024Q3,16392.676,269.185,98.285,38.83
NICE,2012Q2,1644.881,61.807,11.18,36.6
NICE,2012Q3,1628.414,61.807,16.777,33.22
NICE,2012Q4,1660.945,60.249,32.13,33.48
NICE,2013Q1,1685.596,60.249,17.801,36.83
NICE,2013Q2,1670.946,60.249,16.966,36.89
NICE,2013Q3,1640.701,60.249,-3.708,41.37
NICE,2013Q4,1657.058,60.097,24.216,40.96
NICE,2014Q1,1654.147,60.097,15.716,44.66
NICE,2014Q2,1647.003,60.097,10.392,40.81
NICE,2014Q3,1594.241,60.097,26.892,40.79
NICE,2014Q4,1642.091,59.252,50.075,50.65
NICE,2015Q1,1678.199,59.252,29.237,60.93
NICE,2015Q2,1741.126,59.252,29.257,63.59
NICE,2015Q3,1825.329,59.252,142.944,56.33
NICE,2015Q4,1849.613,59.527,57.393,57.32
NICE,2016Q1,1928.375,59.527,35.14,64.79
NICE,2016Q2,1904.622,59.527,25.38,63.85
NICE,2016Q3,1935.317,59.527,30.299,66.94
NICE,2016Q4,2631.876,59.989,26.101,68.76
NICE,2017Q1,2670.433,59.989,17.289,67.98
NICE,2017Q2,2707.781,59.989,20.441,78.72
NICE,2017Q3,2775.952,59.989,26.173,81.31
NICE,2017Q4,2845.086,60.926,79.388,91.91
NICE,2018Q1,3026.506,60.926,23.526,93.93
NICE,2018Q2,3004.85,60.926,34.235,103.77
NICE,2018Q3,3094.708,60.926,39.283,114.47
NICE,2018Q4,3207.366,61.77,62.294,108.21
NICE,2019Q1,3448.911,61.77,37.064,122.51
NICE,2019Q2,3491.124,61.77,42.058,137
NICE,2019Q3,3517.768,61.77,45.039,143.8
NICE,2019Q4,3609.905,62.398,61.743,155.15
NICE,2020Q1,3715.896,62.398,46.198,143.56
NICE,2020Q2,3761.908,62.398,44.787,189.24
NICE,2020Q3,4271.416,62.398,50.765,227.03
NICE,2020Q4,4232.917,63.051,54.923,283.54
NICE,2021Q1,4322.034,63.051,52.214,217.97
NICE,2021Q2,4304.333,63.051,45.577,247.46
NICE,2021Q3,4373.416,63.051,50.508,284.04
NICE,2021Q4,4710.412,63.477,51.276,303.6
NICE,2022Q1,4660.629,63.477,57.941,219
NICE,2022Q2,4622.763,63.477,65.572,192.45
NICE,2022Q3,4623.168,63.477,71.246,188.24
NICE,2022Q4,4854.419,63.635,70.346,192.3
NICE,2023Q1,4993.322,63.635,76.942,228.89
NICE,2023Q2,4929.338,63.635,87.354,206.5
NICE,2023Q3,4895.991,63.635,92.353,170
NICE,2023Q4,5117.634,62.871,79.851,199.51
NICE,2024Q1,5046.578,62.871,106.373,260.62
CSGS,2012Q2,822.828,33.79,11.87,17.28
CSGS,2012Q3,835.848,33.711,9.413,22.49
CSGS,2012Q4,846.941,33.734,15.79,18.1801
CSGS,2013Q1,825.009,33.96,14.898,21.19
